level,notation,prefLabel,scopeNote,note
3,E701-705,"Benjamin Harrison's administration, 1889-1893",,
3,E706-710,"Cleveland's second administration, 1893-1897",,
3,E711-738,"McKinley's first administration, 1897-1901",,
4,E713,"Annexation in 1898 of Hawaii, the Philippines, and Puerto Rico",,
4,E714-735,War of 1898 (Spanish-American War),,
2,E740-837.7,Twentieth century,,
3,E740-749,General,,
4,E740.5,Sources and documents,,
4,E742.5,Collected works of American statesmen,,
4,E743-743.5,Political history,,
5,E743.5,Un-American activities,,
4,E744-744.5,Diplomatic history. Foreign and general relations,,
4,E745,Military history,,
4,E746,Naval history,,
4,E747-748,Biography,,
3,E751,"McKinley's second administration, March 4-September 14, 1901",,
3,E756-760,"Theodore Roosevelt's administrations, September 14, 1901-1909",,
3,E761-765,"Taft's administration, 1909-1913",,
3,E766-783,"Wilson's administrations, 1913-1921",,
4,E768,"Purchase of Danish West Indies (Virgin Islands), 1917",,
4,E780,Internal history during World War I,,
3,E784-805,"1919-1933. Harding-Coolidge-Hoover era. ""The twenties""",,
4,E785-786,"Harding's administration, 1921-August 2, 1923",,
4,E791-796,"Coolidge's administration, August 2, 1923-1929",,
4,E801-805,"Hoover's administration, 1919-1933",,
3,E806-812,"Franklin Delano Roosevelt's administrations, 1933-April 12, 1945",,
3,E813-816,"Truman's administrations, April 12, 1945-1953",,
3,E835-837.7,"Eisenhower's administrations, 1953-1961",,
2,E838-889,"Later twentieth century, 1961-2000",,
3,E838-840.8,General,,
4,E838.3,Sources and documents,,
4,E839.5-839.8,Political history,,
5,E839.8,Un-American activities,,
4,E840-840.2,Diplomatic history. Foreign and general relations,,
4,E840.6-840.8,Biography (General),,
3,E841-843,"Kennedy's administration, 1961-November 22, 1963",,
4,E842.9,"Assassination, funeral, memorial services, etc.",,
3,E846-851,"Johnson's administrations, November 22, 1963-1969",,
3,E855-861,"Nixon's administrations, 1969-August 9, 1974",,
4,E860-861,Watergate Affair. Resignation,,
3,E865-868,"Ford's administration, August 9, 1974-1977",,
3,E872-875,"Carter's administration, 1977-1981",,
3,E876-880,"Reagan's administrations, 1981-1989",,
4,E877.3,Assassination attempt,,
3,E881-884,"George H. W. Bush's administration, 1989-1993",,
3,E885-889,"Clinton's administrations, 1993-2001",,
2,E895-904,Twenty-first century,,
3,E902-904,"George W. Bush's administrations, 2001-2009",,
3,E907-909,"Barack Obama=s administration, 2009-",,
1,F1-975,United States local history,,
2,F1-15,New England,,
3,F16-30,Maine,,
3,F31-45,New Hampshire,,
3,F46-60,Vermont,,
3,F61-75,Massachusetts,,
3,F76-90,Rhode Island,,
3,F91-105,Connecticut,,
2,F106,Atlantic coast. Middle Atlantic States,,
3,F116-130,New York,,
3,F131-145,New Jersey,,
3,F146-160,Pennsylvania,,
3,F161-175,Delaware,,
3,F176-190,Maryland,,
3,F191-205,District of Columbia. Washington,,
2,F206-220,The South. South Atlantic States,,
3,F221-235,Virginia,,
3,F236-250,West Virginia,,
3,F251-265,North Carolina,,
3,F266-280,South Carolina,,
3,F281-295,Georgia,,
2,F296-301,Gulf States. West Florida,,
3,F306-320,Florida,,
3,F321-335,Alabama,,
3,F336-350,Mississippi,,
3,F350.5-355,Mississippi River and Valley. Middle West,,
3,F366-380,Louisiana,,
3,F381-395,Texas,,
2,F396,Old Southwest. Lower Mississippi Valley,,
3,F406-420,Arkansas,,
3,F431-445,Tennessee,,
3,F446-460,Kentucky,,
3,F461-475,Missouri,,
2,F476-485,Old Northwest. Northwest Territory,,
3,F486-500,Ohio,,
3,F516-520,Ohio River and Valley,,
3,F521-535,Indiana,,
3,F536-550,Illinois,,
3,F550.5-553.2,The Lake region. Great Lakes,,
3,F561-575,Michigan,,
3,F576-590,Wisconsin,,
2,F590.3-596.3,The West. Trans-Mississippi Region. Great Plains,,
3,F597,The Northwest,,
3,F598,Missouri River and Valley,,
3,F601-615,Minnesota,,
3,F616-630,Iowa,,
3,F631-645,North Dakota,,
3,F646-660,South Dakota,,
3,F661-675,Nebraska,,
3,F676-690,Kansas,,
3,F691-705,Oklahoma,,
2,F721-722,Rocky Mountains. Yellowstone National Park,,
3,F726-740,Montana,,
3,F741-755,Idaho,,
3,F756-770,Wyoming,,
3,F771-785,Colorado,,
2,F786-790,"New Southwest. Colorado River, Canyon, and Valley",,
3,F791-805,New Mexico,,
3,F806-820,Arizona,,
3,F821-835,Utah,,
3,F836-850,Nevada,,
2,F850.5-851.5,Pacific States,,
3,F851.7,Cascade Range,,
3,F852-854,Pacific Northwest. Columbia River and Valley. Northwest boundary since 1846,,
3,F856-870,California,,
3,F871-885,Oregon,,
3,F886-900,Washington,,
3,F901-951,Alaska,,
4,F951,Bering Sea and Aleutian Islands,,
2,F965,The territories of the United States (General),,
2,F970,Insular possessions of the United States (General),,
2,F975,"Central American, West Indian, and other countries protected by and having close political affiliations with the United States (General)",,
1,F1001-1145.2,British America,,
2,BritishAmericaCanada,Canada,,
3,F1001-1035,General,,
3,F1035.8,Maritime provinces. Atlantic coast of Canada,,
4,F1036-1040,Nova Scotia. Acadia,,
4,F1041-1045,New Brunswick,,
4,F1046-1049.7,Prince Edward Island,,
3,F1050,"St. Lawrence Gulf, River and Valley (General)",,
4,F1051-1055,Quebec,,
4,F1056-1059.7,Ontario,,
3,F1060-1060.97,Canadian Northwest. Northwest Territories,,
4,F1061-1065,Manitoba,,
4,F1067,Assiniboia,,
4,F1070-1074.7,Saskatchewan,,
4,F1075-1080,Alberta,,
4,F1086-1089.7,British Columbia,,
4,F1090,Rocky Mountains of Canada,,
4,F1090.5,Arctic regions,,
4,F1091-1095.5,Yukon,,
4,F1096-1100.5,Mackenzie,,
4,F1101-1105.7,Franklin,,
4,F1106-1110.5,Keewatin,,
3,F1121-1139,Newfoundland,,
4,F1135-1139,Labrador,,
3,F1140,The Labrador Peninsula,,
3,F1141-1145.2,Nunavut,,"Other than Canada Bahamas, see F1650+ Bermudas, see F1630+ British East asnd West Florida, 1763-1783, see F301, F314 British Guiana, see F2361+ British Honduras (Belize), see F1441+ British West Indies, see F2131+ Falkland Islands, see F3031+ Thirteen North American Colonies before 1776, see E186+ Dutch America Colony in Brazil, 1625-1661, see F2532 Dutch Guinea, see F2401+ Dutch West Indies, see F2141 New Netherlands to 1664, see F122.1 New Sweden (Dutch possession, 1655-1664), see F167"
1,F1170,French America,,
2,FrenchAmericaSaintPierreAndMiquelon,Saint Pierre and Miquelon,,"Other French America Colony in Brazil, 1555-1567, see F2529 Colony in Florida, 1562-1565, see F314 French Guinana, see F2441+ French West Indies, see F2151 Louisiana, 1698-1803, see F372 New France and Acadia, 1600-1763, see F1030, F1038"
1,F1201-3799,Latin America. Spanish America,,
2,F1201-1392,Mexico,,
3,F1218.5-1221,Antiquities. Indians,,
2,F1401-1419,Latin America (General),,
2,F1421-1440,Central America,,
3,F1435-1435.3,Mayas,,
3,F1441-1457,Belize,,
3,F1461-1477,Guatemala,,
3,F1481-1497,Salvador (El Salvador),,
3,F1501-1517,Honduras,,
3,F1521-1537,Nicaragua,,
3,F1541-1557,Costa Rica,,
3,F1561-1577,Panama,,
4,F1569.C2,Canal Zone. Panama Canal,,
2,F1601-1629,West Indies,,
3,F1630-1640,Bermudas,,
3,F1650-1660,Bahamas,,
3,F1741-1991,Greater Antilles,,
4,F1751-1854.9,Cuba,,
5,F1788-1788.22,Communist regime,,
4,F1861-1896,Jamaica,,
4,F1900-1941,Haiti (Island). Hispaniola,,
5,F1912-1930,Haiti (Republic),,
5,F1931-1941,Dominican Republic,,
4,F1951-1983,Puerto Rico,,
4,F1991,Navassa,,
3,F2001-2151,Lesser Antilles,,"Groups of islands, by geographical distribution"
5,F2006,Leeward islands,,
5,F2011,Windward Islands,,
5,F2016,Islands along Venezuela coast,,
4,F2033-2129,Individual islands,,"Groups of islands, by political allegiance"
5,F2131-2133,British West Indies,,
5,F2136,Virgin Islands of the United States,,
5,F2141,Netherlands West Indies. Dutch West Indies,,
5,F2151,French West Indies,,
2,F2155-2191,Caribbean area. Caribbean Sea,,
2,F2201-3799,South America,,
3,F2201-2239,General,,
3,F2251-2299,Colombia,,
3,F2301-2349,Venezuela,,
3,F2351,Guiana,,
4,F2361-2391,Guyana. British Guiana,,
4,F2401-2431,Surinam,,
4,F2441-2471,French Guiana,,
3,F2501-2659,Brazil,,
3,F2661-2699,Paraguay,,
3,F2701-2799,Uruguay,,
3,F2801-3021,Argentina,,
3,F3031-3031.5,Falkland Islands,,
3,F3051-3285,Chile,,
3,F3301-3359,Bolivia,,
3,F3401-3619,Peru,,
3,F3701-3799,Ecuador,,
0,G,GEOGRAPHY. ANTHROPOLOGY. RECREATION,,
1,G1-922,Geography (General),,
2,G65-69,Geographers,,
2,G70-70.6,Philosophy. Relation to other topics. Methodology,,
2,G80-99,History of geography,,
2,G100.5-108.5,Toponymy,"Including gazetteers, geographic names and terms",
2,G140,Great cities of the world,,
2,G141,Historical geography,,
2,G142,Aerial geography,,
2,G149-180,Travel. Voyages and travels (General),,
3,G154.9-155.8,Travel and state. Tourism,,
2,G200-336,"History of discoveries, explorations, and travel",,
2,G369-503,Special voyages and travels,,
2,G521-539,"Adventures, shipwrecks, buried treasure, etc.",,
2,G540-550,"Seafaring life, ocean travel, etc.",,
2,G575-890,Arctic and Antarctic regions,,
2,G905-910,Tropics (General),,
2,G912-922,Northern and Southern Hemispheres,,
1,G1000-3122,Atlases,,
2,G1000-1000.5,"Atlases of the moon, planets, etc.",,
2,G1001-1046,World atlases. Atlases of the Earth,,
2,G1050-1052,Northern and Southern Hemispheres,,
2,G1053,Tropics. Torrid Zone,,
2,G1054-1055,Polar regions. Frigid Zone,,
2,G1059-1061,Maritime atlases (General),,
2,G1100-3102,By region or country,,
3,G1100-1779,America. Western Hemisphere,,
4,G1105-1692,North America,,
5,G1110-1114,Greenland,,
5,G1115-(1193),Canada,,
5,G1200-1534.24,United States,,
5,G1535-1537,Caribbean area,,
5,G1540-1542,Latin America (General),,
5,G1545-1549,Mexico,,
5,G1550-(1594),Central America,,
5,G1600-1692,West Indies,,
4,G1700-1779,South America,,
3,G1780-2799,"Eastern Hemisphere. Eurasia, Africa, etc.",,
4,G1791-2196,Europe,,
5,G2110-2196,Former Soviet republics. Union of Soviet Socialist Republics (U.S.S.R.). Russia (Empire),,
4,G2200-2444.84,Asia,,
4,G2445-2739,Africa,,
3,G2740-2799,Australasia,,
3,G2800-3064,Oceans (General),,
3,G3100-3102,Antarctica,,
2,G3122,"Atlases of imaginary, literary, and mythological regions, etc., A-Z",,
1,G3160-3171,Globes,,
1,G3180-9980,Maps,,
2,G3180-3182,Universe. Solar system,,
2,G3190-3191,Celestial maps,,
2,G3195-3197,Moon,,
2,G3200-3202,World. Earth,,
2,G3210-3221,Northern and Southern Hemispheres,,
2,G3240-3241,Tropics. Torrid Zone,,
2,G3250-3251,Temperate Zone,,
2,G3260-3272,Polar regions. Frigid Zone,,
2,G3290-9880,By region or country,,
3,G3290-5667,America. Western Hemisphere,,
4,G3300-5184,North America,,
5,G3380-3384,Greenland,,
5,G3400-(3612),Canada,,
5,G3700-4384,United States,,
5,G4390-4392,Caribbean area,,
5,G4410-4763,Mexico,,
5,G4800-4874,Central America,,
5,G4900-5184,West Indies,,
4,G5200-5667,South America,,
3,G5670-8904,"Eastern Hemisphere. Eurasia, Africa, etc.",,
4,G5700-7342,Europe,,
5,G7000-7342,Former Soviet republics. Union of Soviet Socialist Republics (U.S.S.R.). Russia (Empire),,
4,G7400-8198.54,Asia,,
4,G8200-8904,Africa,,
3,G8950-9084,Australasia,,
3,G9095-9794,Oceans (General),,
3,G9800-9804,Antarctica,,
2,G9900-9980,Unlocalized maps,,
1,GA1-1776,Mathematical geography. Cartography,,
2,GA51-87,Surveys (General),,
2,GA101-1776,Cartography,,
3,GA109,Aerial cartography,,
3,GA109.5,Cadastral mapping,,
3,GA109.8,Statistical mapping,,
3,GA110-115,Projection,,
3,GA125-155,"Map drawing, modeling, printing, reading, etc.",,
3,GA192-197.3,"Collections of maps, globes, etc. Map libraries",,
3,GA197.5-198,Cartographers,,
3,GA260-288,Globe making. Globes,,
3,GA300-325,"World maps, general atlases, etc.",,
3,GA341-1776,Maps. By region or country,,
1,GB3-5030,Physical geography,,
2,GB400-649,Geomorphology. Landforms. Terrain,,
3,GB447,Climatic geomorphology,,
3,GB448,Slopes,,
3,GB450-460,Coasts,,
3,GB461-468.995,Reefs,,
3,GB471-478.995,Islands,,
3,GB500-555,Mountains. Orography,,
3,GB561-649,"Other natural landforms: Floodplains, caves, deserts, dunes, etc.",,
2,GB651-2998,Hydrology. Water,,
3,GB980-2998,Ground and surface waters,,
4,GB980-992,Watersheds. Runoff. Drainage,,
4,GB1001-1199.8,Groundwater. Hydrogeology,,
4,GB1201-1598,Rivers. Stream measurements,,
4,GB1601-2398,Lakes. Limnology. Ponds. Lagoons,,
4,GB2401-2598,Ice. Glaciers. Ice sheets. Sea ice,,
4,GB2601-2798,Snow. Snow surveys,,
4,GB2801-2998,Hydrometeorology,,
2,GB5000-5030,Natural disasters,,
1,GC1-1581,Oceanography,,
2,GC63,Oceanographic expeditions,,
2,GC65-78,Underwater exploration,,
2,GC83-87.6,Submarine topography,,
2,GC96-97.8,Estuarine oceanography,,
2,GC100-103,Seawater,,
2,GC109-149,Chemical oceanography,,
2,GC150-182,Physical oceanography,,
3,GC151-155,Density,,
3,GC160-177,Temperature,,
3,GC177.6-182,Optical oceanography,,
2,GC190-190.5,Ocean-atmosphere interaction,,
2,GC200-376,Dynamics of the ocean,,
3,GC205-227,Waves,,
3,GC228.5-228.6,Ocean circulation,,
3,GC229-296.8,Currents,,
3,GC297-299,Water masses and oceanic mixing,,
3,GC300-376,Tides,,
2,GC377-399,Marine sediments,,
2,GC401-881,Oceanography. By region,,
2,GC1000-1023,Marine resources. Applied oceanography,,
2,GC1080-1581,Marine pollution. Sea water pollution,,
1,GE1-350,Environmental sciences,,
2,GE70-90,Environmental education,,
2,GE170-190,Environmental policy,,
2,GE195-199,Environmentalism. Green movement,,
2,GE300-350,Environmental management,,
1,GF1-900,Human ecology. Anthropogeography,,
2,GF51,Environmental influences on humans,,
2,GF75,Human influences on the environment,,
2,GF101-127,Settlements,,
3,GF125,Cities. Urban geography,,
3,GF127,Rural settlements. Rural geography,,
2,GF500-900,By region or country,,
1,GN1-890,Anthropology,,
2,GN49-298,Physical anthropology. Somatology,,
3,GN51-59,Anthropometry,,
3,GN62.8-265,Human variation,"Including growth, physical form, skeleton, nervous system, skin, etc.",
3,GN269-279,Race (General),,
3,GN280.7,Man as an animal. Simian traits versus human traits,,
3,GN281-289,Human evolution,,
4,GN282-286.7,Fossil man. Human paleontology,,
3,GN296-296.5,Medical anthropology,,
2,GN301-674,Ethnology. Social and cultural anthropology,,
3,GN357-367,Culture and cultural processes,"Including social change, structuralism, diffusion, etc.",
3,GN378-396,Collected ethnographies,,
3,GN397-397.7,Applied anthropology,,
3,GN406-517,"Cultural traits, customs, and institutions",,
4,GN406-442,Technology. Material culture,"Including food, shelter, fire, tools, etc.",
4,GN448-450.8,Economic organization. Economic anthropology,,
4,GN451-477.7,Intellectual life,"Including communication, recreation, philosophy, religion, knowledge, etc.",
4,GN478-491.7,Social organization,,
4,GN492-495.2,Political organization. Political anthropology,,
4,GN495.4-498,"Societal groups, ethnocentrism, diplomacy, warfare, etc.",,
4,GN502-517,Psychological anthropology,,
3,GN537-674,Ethnic groups and races,,
4,GN550-674,By region or country,,
2,GN700-890,Prehistoric archaeology,,
1,GR1-950,Folklore,,
2,GR72-79,Folk literature (General),"Including folktales, legends",
2,GR81,"Folk beliefs, superstitions, etc. (General)",,
2,GR99.6-390,By region or country,,
2,GR420-950,By subject,,
3,GR420-426,"Costume, jewelry",,
3,GR430-488,Folklore relating to private life,"Including dreams, love, children, nursery rhymes, etc.",
3,GR500-615,"Supernatural beings, demonology, fairies, ghosts, charms, etc.",,
3,GR620-640,"Cosmic phenomena, weather lore",,
3,GR650-690,Geographical topics,,
3,GR700-860,"Animals, plants, and minerals",,
3,GR865-874,"Transportation, travel, commerce, etc.",,
3,GR880,Medicine. Folk medicine,,
